data_point,u_q,coolant,stator_winding,u_d,stator_tooth,motor_speed,i_d,i_q,pm,stator_yoke,ambient,torque,profile_id
12,-0.891274869441986,19.0043029785156,19.0831623077393,0.680499315261841,18.2892990112305,-0.0041424613446,-1.81212568283081,0.995459973812103,24.5189208984375,18.3035926818848,19.8769588470459,1.03178453445435,17
13,-0.843743920326233,18.9900608062744,19.0895748138428,0.732882916927338,18.2870635986328,0.003363267285749,-1.86698985099792,1.02293062210083,24.5083770751953,18.3122215270996,19.9029655456543,1.08085441589355,17
14,-0.808621644973755,18.9654350280762,19.1019134521484,0.810526609420776,18.2845306396484,-0.003565325168893,-1.90373051166534,1.04555320739746,24.5016765594482,18.3137969970703,19.8519630432129,1.11540412902832,17
15,-0.886074423789978,18.929105758667,19.101842880249,0.796229839324951,18.2849922180176,-0.000580390216783,-1.93122780323029,1.05921947956085,24.476713180542,18.3199615478516,19.8522281646729,1.08907926082611,17
16,-0.826320052146912,18.8804721832275,19.0967388153076,0.843889653682709,18.285400390625,0.000280461536022,-1.94955265522003,1.07179296016693,24.4596920013428,18.3325653076172,19.8519630432129,1.15120267868042,17
17,-0.945092260837555,18.8395175933838,19.092737197876,0.801049113273621,18.2853469848633,-0.001451865537092,-1.96553504467011,1.07693982124329,24.4581451416016,18.3305740356445,19.9239158630371,1.09661114215851,17
18,-0.84201717376709,18.8072853088379,19.0923385620117,0.851180732250214,18.285306930542,-0.00153862091247,-1.97430801391602,1.08458364009857,24.4674186706543,18.3225364685059,19.9031391143799,1.16332280635834,17
19,-0.961187124252319,18.7790718078613,19.0918579101562,0.808190762996674,18.2852802276611,-0.00326309283264,-1.98145294189453,1.08836078643799,24.4780006408691,18.3173961639404,19.8882503509521,1.12182056903839,17
20,-0.91281658411026,18.7737312316895,19.0941429138184,0.833553671836853,18.2840270996094,0.000786952732597,-1.98819518089294,1.08774268627167,24.4832935333252,18.3109760284424,19.8775844573975,1.11481130123138,17
21,-0.916470885276794,18.8009452819824,19.102876663208,0.827922523021698,18.2842826843262,-0.001279084477574,-1.99088644981384,1.09275424480438,24.5084781646729,18.3089542388916,19.8699398040771,1.12090516090393,17
22,-0.945531785488129,18.835470199585,19.1078968048096,0.811725199222565,18.2842769622803,0.001446723937988,-1.99465751647949,1.09175992012024,24.5309371948242,18.3062400817871,19.8644638061523,1.11026060581207,17
23,-0.864643573760986,18.8471145629883,19.1029262542725,0.844667553901672,18.2848091125488,0.002650901908055,-1.99502420425415,1.09599697589874,24.5387191772461,18.3022079467773,19.8605403900146,1.17217373847961,17
24,-0.974432528018951,18.8568687438965,19.099063873291,0.80317085981369,18.285888671875,0.000162570097018,-1.99770259857178,1.0933825969696,24.5302562713623,18.3011684417725,19.8577270507813,1.11577534675598,17
25,-0.42177414894104,18.8852500915527,19.0981025695801,0.6659095287323,18.2885112762451,4.78829336166382,-2.0997200012207,2.06277394294739,24.523567199707,18.3008518218994,19.855712890625,0.638446748256683,17
26,5.69266605377197,18.9361248016357,19.0902004241943,-1.20516037940979,18.292667388916,117.777488708496,-3.1912145614624,11.2967281341553,24.5255794525146,18.3039779663086,19.85426902771,2.6897075176239,17
27,16.2764854431152,18.9676494598389,19.0824928283691,-6.80525636672974,18.2932567596436,333.672149658203,-6.21300411224365,26.6705055236816,24.4876289367676,18.3212585449219,19.853235244751,10.8585624694824,17
28,30.2929306030273,18.9746532440186,19.0823783874512,-14.6665229797363,18.2919406890869,630.395324707031,-8.84118461608887,39.1791305541992,24.4620265960693,18.3304576873779,19.8524932861328,18.124547958374,17
29,46.8207817077637,18.9849262237549,19.0890045166016,-23.7470874786377,18.2891464233398,984.875854492188,-10.7247505187988,48.1426124572754,24.4409980773926,18.3231163024902,19.8519630432129,23.2641658782959,17
30,65.2615737915039,18.9944953918457,19.0778045654297,-33.4334259033203,18.2861003875732,1380.68493652344,-11.9843721389771,54.3949928283691,24.4357395172119,18.3170375823975,19.8515815734863,26.6445541381836,17
31,84.1160659790039,18.9946117401123,19.0585308074951,-36.3999176025391,18.2839183807373,1806.12451171875,-13.8594741821289,51.2822418212891,24.4307765960693,18.3141498565674,19.8513088226318,23.393009185791,17
32,91.3332748413086,18.9948139190674,19.0493412017822,-46.9629898071289,18.2805042266846,2252.7548828125,-32.1719818115234,54.0188751220703,24.3654708862305,18.3129692077637,19.8511142730713,26.7597541809082,17
33,94.8302612304687,18.9759368896484,19.0524196624756,-56.5373764038086,18.2770156860352,2714.52392578125,-52.633472442627,55.1797866821289,24.2858982086182,18.3159008026123,19.8509750366211,29.1043472290039,17
34,95.6865310668945,18.9411067962646,19.081937789917,-65.2802429199219,18.2763652801514,3187.17358398437,-73.0069198608399,55.3083267211914,24.2647361755371,18.3141899108887,19.8508739471436,30.6688098907471,17
35,94.4420928955078,18.910120010376,19.0802917480469,-72.8537521362305,18.2775592803955,3662.76733398437,-92.4596557617187,54.7163352966309,24.3729705810547,18.3079833984375,19.8508014678955,32.5695648193359,17
36,93.5652236938477,18.8745155334473,19.0531787872314,-78.1606216430664,18.2855491638184,4041.96704101563,-107.046577453613,54.1311454772949,24.4583206176758,18.318531036377,19.8507499694824,37.0131645202637,17
37,92.9879531860352,18.8469734191895,19.0638866424561,-82.0872268676758,18.3222427368164,4313.6005859375,-117.414024353027,53.7848854064941,24.3884887695312,18.3351306915283,19.8507137298584,40.2869529724121,17
38,92.5469131469727,18.8238983154297,19.1517848968506,-84.7821655273438,18.3521156311035,4508.1884765625,-124.772254943848,53.489444732666,24.4050559997559,18.3550453186035,19.8506870269775,42.57666015625,17
39,92.4038543701172,18.7988014221191,19.2687892913818,-86.7397842407227,18.3545761108398,4647.59716796875,-130.019500732422,53.2980575561524,24.3510608673096,18.3682842254639,19.8506679534912,44.2404022216797,17
40,92.2059097290039,18.7858810424805,19.3284664154053,-88.0908279418945,18.3641872406006,4747.486328125,-133.854202270508,53.1298828125,24.3199195861816,18.3771057128906,19.8506546020508,45.4703330993652,17
41,92.0967330932617,18.7939987182617,19.365837097168,-89.0704040527344,18.3547458648682,4819.05224609375,-136.546630859375,53.0178604125977,24.3726787567139,18.4039421081543,19.8506450653076,46.2697868347168,17
42,92.0114822387695,18.8182945251465,19.4084453582764,-89.8760223388672,18.3396224975586,4870.3310546875,-138.456192016602,52.977725982666,24.4568538665771,18.4284019470215,19.8506374359131,46.8915061950684,17
43,91.9766693115234,18.8277320861816,19.4998378753662,-90.3504867553711,18.3683109283447,4907.0751953125,-139.764923095703,52.9099769592285,24.4943504333496,18.4421806335449,19.8506336212158,47.2939109802246,17
44,91.6917037963867,18.8381252288818,19.5221729278564,-90.8491134643555,18.3958148956299,4933.40966796875,-140.74494934082,52.8604736328125,24.5679092407227,18.44553565979,19.8506298065186,47.6276550292969,17
45,91.6900329589844,18.8775825500488,19.4742870330811,-91.2406845092773,18.4189758300781,4952.2763671875,-141.373916625977,52.9092788696289,24.6321125030518,18.4463138580322,19.8506259918213,47.8595886230469,17
46,91.5516967773437,18.936710357666,19.484992980957,-91.4311294555664,18.4843940734863,4965.794921875,-141.89973449707,52.8890571594238,24.7080459594727,18.4472980499268,19.8506240844727,48.0272979736328,17
47,91.5039978027344,18.9687614440918,19.5622978210449,-91.5425720214844,18.5453968048096,4975.4814453125,-142.184997558594,52.8353729248047,24.7205200195312,18.4439525604248,19.8506240844727,48.1158485412598,17
48,91.4202270507812,18.9830360412598,19.638391494751,-91.691780090332,18.6100692749023,4982.42138671875,-142.430953979492,52.8386726379395,24.7244205474853,18.4487228393555,19.850622177124,48.2046279907227,17
49,91.3238677978516,18.9927291870117,19.6920738220215,-91.6855087280274,18.6997394561768,4987.3896484375,-142.67268371582,52.786060333252,24.7358818054199,18.454891204834,19.850622177124,48.1838455200195,17
50,91.2104644775391,19.0074710845947,19.7370166778564,-91.6762847900391,18.7799892425537,4990.94775390625,-142.807266235352,52.726505279541,24.7463569641113,18.4585342407227,19.850622177124,48.3470001220703,17
51,91.3033447265625,19.0247459411621,19.7692203521729,-91.6197967529297,18.8572292327881,4993.49267578125,-143.002868652344,52.7153816223145,24.8545608520508,18.4621105194092,19.8506202697754,48.4045448303223,17
52,91.3177871704102,19.0358028411865,19.792293548584,-91.6091232299805,18.9237060546875,4995.330078125,-143.257537841797,52.7492065429688,24.8968315124512,18.4613208770752,19.8506202697754,48.5098609924316,17
53,91.5039596557617,19.0159740447998,19.8224220275879,-91.5471725463867,18.9620838165283,4996.64111328125,-143.357406616211,52.7572784423828,24.8816375732422,18.490743637085,19.8506202697754,48.5469703674316,17
54,91.6320266723633,18.967306137085,19.8744525909424,-91.4458236694336,18.9837493896484,4997.576171875,-143.497589111328,52.7560653686524,24.887523651123,18.528678894043,19.8506202697754,48.5333976745605,17
55,91.7281341552734,18.9307556152344,19.983268737793,-91.4430160522461,19.0192832946777,4998.25927734375,-143.597579956055,52.7650604248047,24.9354572296143,18.5428276062012,19.8506202697754,48.4661026000977,17
56,91.6963729858398,18.8910331726074,20.1495742797852,-91.4967422485352,19.0420322418213,4998.74267578125,-143.617004394531,52.7702827453613,24.9843063354492,18.5676002502441,19.8506202697754,48.4401626586914,17
57,91.801872253418,18.8473529815674,20.3914661407471,-91.428825378418,19.054651260376,4999.08154296875,-143.569702148438,52.7237586975098,25.0644111633301,18.5888862609863,19.8506202697754,48.3516960144043,17
58,91.7253723144531,18.8169231414795,20.7050228118896,-91.5869140625,19.0895690917969,4999.33203125,-143.613677978516,52.7715301513672,25.0913925170898,18.6091403961182,19.8506202697754,48.3840255737305,17
59,91.7433853149414,18.7900485992432,20.9004764556885,-91.5607757568359,19.1759223937988,4999.501953125,-143.513824462891,52.7367897033691,25.1345443725586,18.6218147277832,19.8506202697754,48.3837585449219,17
60,91.685920715332,18.7759304046631,21.0301837921143,-91.5956420898437,19.2476501464844,4999.62646484375,-143.474975585938,52.7459754943848,25.1438045501709,18.6242542266846,19.8506202697754,48.3618049621582,17
61,91.604248046875,18.7863807678223,21.1604900360107,-91.6646575927734,19.2942447662354,4999.7333984375,-143.461013793945,52.7972373962402,25.1932201385498,18.6295471191406,19.8506202697754,48.3632354736328,17
62,91.5041732788086,18.8125457763672,21.2675399780273,-91.6887283325195,19.3723583221436,4999.796875,-143.322601318359,52.7740211486816,25.221752166748,18.6373558044434,19.8506202697754,48.3503684997559,17
63,91.6271133422852,18.8348217010498,21.4882793426514,-91.7686538696289,19.4661693572998,4999.83837890625,-143.164367675781,52.8232307434082,25.2653274536133,18.6578350067139,19.8506202697754,48.3947219848633,17
64,91.6698760986328,18.8430824279785,21.7503662109375,-91.8311233520508,19.5481719970703,4999.87353515625,-143.072402954102,52.832935333252,25.3053283691406,18.707649230957,19.8506202697754,48.4042015075684,17
65,91.6608734130859,18.8652362823486,21.9539203643799,-91.9279098510742,19.6089038848877,4999.89794921875,-143.013473510742,52.8747138977051,25.3482208251953,18.7709827423096,19.8506202697754,48.3841896057129,17
66,91.6699905395508,18.9086227416992,22.1522197723389,-91.949592590332,19.6513767242432,4999.91015625,-142.934326171875,52.8795852661133,25.3577003479004,18.8177680969238,19.8506202697754,48.3969116210938,17
67,91.5746307373047,18.9464225769043,22.3621063232422,-91.9998168945313,19.6972312927246,4999.92236328125,-142.918045043945,52.8845710754395,25.376012802124,18.85618019104,19.8506202697754,48.343074798584,17
68,91.3585968017578,18.9741668701172,22.5753078460693,-92.1319274902344,19.737548828125,4999.935546875,-142.842330932617,52.8583831787109,25.4157905578613,18.8943939208984,19.8506202697754,48.4203186035156,17
69,91.3666534423828,18.993236541748,22.7966957092285,-92.1397323608398,19.7669773101807,4999.93603515625,-142.771453857422,52.8723487854004,25.4988899230957,18.9141502380371,19.8506202697754,48.3960151672363,17
70,91.2533721923828,19.0071125030518,23.0473155975342,-92.1759719848633,19.7899913787842,4999.9453125,-142.767822265625,52.8588562011719,25.6004047393799,18.9319152832031,19.8506202697754,48.3766746520996,17
71,91.1962280273437,19.0209808349609,23.2557468414307,-92.1409606933594,19.8071784973145,4999.95068359375,-142.750885009766,52.8291435241699,25.6627960205078,18.9440402984619,19.8506202697754,48.3683433532715,17
72,91.1364212036133,19.0130348205566,23.3476295471191,-92.0693511962891,19.8194923400879,4999.9521484375,-142.781341552734,52.8055419921875,25.6594352722168,18.9615879058838,19.8506202697754,48.3769569396973,17
73,91.0865249633789,18.9846611022949,23.3808536529541,-92.0302047729492,19.8283157348633,4999.9541015625,-142.867492675781,52.8038520812988,25.6825332641602,18.9946880340576,19.8506202697754,48.4071807861328,17
74,91.0305404663086,18.9528942108154,23.4247665405273,-92.0211486816406,19.8346385955811,4999.95361328125,-142.889373779297,52.7809066772461,25.7139263153076,19.0334587097168,19.8506202697754,48.3826713562012,17
75,91.2231826782227,18.9056720733643,23.5064907073975,-91.8405456542969,19.839168548584,4999.94873046875,-142.945648193359,52.7531585693359,25.7714138031006,19.0586280822754,19.8506202697754,48.4828414916992,17
76,91.4049377441406,18.8619480133057,23.7025775909424,-91.7992248535156,19.842414855957,4999.95751953125,-143.032043457031,52.8132476806641,25.8392868041992,19.0759201049805,19.8506202697754,48.4607353210449,17
77,91.5248870849609,18.8324203491211,23.9504623413086,-91.6534118652344,19.8447418212891,4999.955078125,-143.13948059082,52.7796630859375,25.880931854248,19.094367980957,19.8506202697754,48.3945159912109,17
78,91.6134796142578,18.8083457946777,24.1628131866455,-91.6483001708984,19.8464069366455,4999.96044921875,-143.239196777344,52.7800636291504,25.932897567749,19.1069374084473,19.8506202697754,48.4311141967774,17
79,91.7205505371094,18.7860984802246,24.3757457733154,-91.5617599487305,19.8476009368896,4999.96044921875,-143.256072998047,52.7766494750977,25.8965072631836,19.130859375,19.8506202697754,48.3785705566406,17
80,91.6861190795899,18.7788829803467,24.5383167266846,-91.5801773071289,19.8484573364258,4999.958984375,-143.203308105469,52.7815780639648,25.8442096710205,19.1493721008301,19.8506202697754,48.4124946594238,17
81,91.7511901855469,18.7816543579102,24.6487274169922,-91.6267623901367,19.9082908630371,4999.951171875,-143.145309448242,52.8129844665527,25.9102249145508,19.1679859161377,19.8506202697754,48.4296073913574,17
82,91.6760559082031,18.8005905151367,24.7192974090576,-91.7124176025391,19.9253311157227,4999.9560546875,-143.149185180664,52.8212280273438,25.9928245544434,19.184419631958,19.8506202697754,48.3568305969238,17
83,91.6026229858398,18.8290748596191,24.8283443450928,-91.7338104248047,19.9831123352051,4999.95263671875,-143.132675170898,52.8091812133789,26.0061264038086,19.2040576934814,19.8506202697754,48.3744049072266,17
84,91.5195693969727,18.8447818756104,24.9779624938965,-91.7749404907227,20.1473751068115,4999.95361328125,-143.116806030273,52.7994842529297,26.0334720611572,19.2239608764648,19.8506202697754,48.3570175170898,17
85,91.4989624023437,18.8822002410889,25.0682582855225,-91.8478164672852,20.2703800201416,4999.958984375,-143.040893554688,52.8073272705078,26.0925807952881,19.2465915679932,19.8506202697754,48.3312225341797,17
86,91.3488464355469,18.9394207000732,25.1302909851074,-91.9013671875,20.3366069793701,4999.95849609375,-142.95133972168,52.7680778503418,26.131233215332,19.2599239349365,19.8506202697754,48.4160690307617,17
87,91.436637878418,18.9834251403809,25.2965259552002,-92.0875473022461,20.5611019134521,4999.96142578125,-142.832855224609,52.873706817627,26.2121353149414,19.2677726745605,19.8506202697754,48.4635734558106,17
88,91.5119552612305,19.0185470581055,25.4582805633545,-92.0867614746094,20.8291778564453,4999.95654296875,-142.719329833984,52.8806037902832,26.2982501983643,19.3000793457031,19.8506202697754,48.4029121398926,17
89,91.474739074707,19.0320777893066,25.5468616485596,-92.1044769287109,21.0285224914551,4999.955078125,-142.684432983398,52.8749046325684,26.308235168457,19.3214473724365,19.8506202697754,48.2977676391602,17
90,91.4150695800781,19.0310726165771,25.6410865783691,-92.1231918334961,21.2508220672607,4999.95166015625,-142.666839599609,52.8644981384277,26.3357048034668,19.3579425811768,19.8506202697754,48.3090629577637,17
91,91.3528518676758,19.0254344940186,25.7782421112061,-92.196159362793,21.453929901123,4999.958984375,-142.608963012695,52.8797302246094,26.3514194488525,19.3968181610107,19.8506202697754,48.3193016052246,17
92,91.0682373046875,19.0172290802002,25.9372844696045,-92.3137512207031,21.6414089202881,4999.962890625,-142.582534790039,52.8539085388184,26.4204635620117,19.4234714508057,19.8506202697754,48.4570922851563,17
93,91.1275024414062,18.9990196228027,26.0532608032227,-92.3738021850586,21.8074131011963,4999.95263671875,-142.453857421875,52.8962593078613,26.4849586486816,19.4321613311768,19.8506202697754,48.4016456604004,17
94,91.0054168701172,18.9620761871338,26.1539573669434,-92.3701477050781,21.9604911804199,4999.9599609375,-142.511367797852,52.8724060058594,26.5438919067383,19.4382972717285,19.8506202697754,48.3635025024414,17
95,90.9494094848633,18.913179397583,26.2338962554932,-92.3286209106445,22.0788516998291,4999.95849609375,-142.532196044922,52.8319282531738,26.5836448669434,19.4628257751465,19.8506202697754,48.3516693115234,17
96,90.9319534301758,18.8636074066162,26.2841491699219,-92.2552185058594,22.1936836242676,4999.96240234375,-142.569412231445,52.7921676635742,26.6325035095215,19.4854736328125,19.8506202697754,48.376522064209,17
97,90.9690780639648,18.8208312988281,26.3300132751465,-92.155387878418,22.2886562347412,4999.95947265625,-142.64094543457,52.8057899475098,26.7196807861328,19.5109882354736,19.8506202697754,48.4260025024414,17
98,90.8880004882812,18.7963981628418,26.3922348022461,-92.1150665283203,22.3929767608643,4999.95654296875,-142.759552001953,52.7883110046387,26.7806987762451,19.5309429168701,19.8506202697754,48.3954429626465,17
99,91.1134338378906,18.7897357940674,26.55006980896,-92.0005340576172,22.5113067626953,4999.94970703125,-142.810211181641,52.7907600402832,26.7921142578125,19.5443096160889,19.8506202697754,48.3975105285645,17
100,91.3061676025391,18.7822933197021,26.8616981506348,-91.8976974487305,22.6332092285156,4999.95458984375,-142.902450561523,52.8043670654297,26.7897453308105,19.5561656951904,19.8506202697754,48.3995780944824,17
101,91.5076751708984,18.7786731719971,27.1050662994385,-91.7096710205078,22.7619590759277,4999.95361328125,-142.920532226562,52.7611885070801,26.7871074676514,19.5844783782959,19.8506202697754,48.4365730285645,17
102,91.6220397949219,18.7798538208008,27.2438049316406,-91.7200012207031,22.869514465332,4999.96044921875,-142.961654663086,52.7975654602051,26.7869853973389,19.6124610900879,19.8506202697754,48.3910751342773,17
103,91.6060638427734,18.795223236084,27.4346561431885,-91.7576599121094,22.9515171051025,4999.96533203125,-143.027938842773,52.8252067565918,26.8350448608398,19.6375598907471,19.8506202697754,48.3839836120606,17
104,91.4691772460938,18.8184223175049,27.6075687408447,-91.7716979980469,23.021692276001,4999.96533203125,-143.022888183594,52.8048057556152,26.9402408599854,19.6513500213623,19.8506202697754,48.4269561767578,17
105,91.5051727294922,18.8590908050537,27.7115879058838,-91.8579177856445,23.0743770599365,4999.94970703125,-142.954315185547,52.8296432495117,26.9841423034668,19.6684303283691,19.8506202697754,48.378547668457,17
106,91.4773864746094,18.9180278778076,27.7870330810547,-91.850830078125,23.1051845550537,4999.95166015625,-142.911361694336,52.8030586242676,26.9945678710937,19.6965293884277,19.8506202697754,48.3524627685547,17
107,91.4269790649414,18.9497165679932,27.8549251556396,-91.9471817016602,23.1463356018066,4999.95947265625,-142.878707885742,52.837329864502,27.0463161468506,19.7231159210205,19.8506202697754,48.3815574645996,17
108,91.440185546875,18.9858589172363,27.9615116119385,-91.9460678100586,23.1790885925293,4999.9599609375,-142.794219970703,52.8168983459473,27.0519790649414,19.7403926849365,19.8506202697754,48.454704284668,17
109,91.3705215454102,19.0168991088867,28.0679588317871,-92.0085525512695,23.234354019165,4999.9599609375,-142.785781860352,52.8328056335449,27.0979194641113,19.7538471221924,19.8506202697754,48.3679885864258,17
110,91.3307266235352,19.0399932861328,28.0935897827148,-92.1367721557617,23.3040733337402,4999.962890625,-142.587219238281,52.8472328186035,27.1445732116699,19.7698154449463,19.8506202697754,48.4220581054688,17
111,91.4039764404297,19.0448532104492,28.228120803833,-92.1555404663086,23.3697319030762,4999.95751953125,-142.50422668457,52.8737258911133,27.202766418457,19.7883567810059,19.8506202697754,48.3395500183106,17
112,91.3135757446289,19.0159111022949,28.4427108764648,-92.1861114501953,23.4344139099121,4999.9560546875,-142.561721801758,52.8652153015137,27.260368347168,19.8009929656982,19.8506202697754,48.3625907897949,17
113,91.3363494873047,18.9796047210693,28.5762329101562,-92.2325286865234,23.476879119873,4999.95556640625,-142.475677490234,52.911506652832,27.2957553863525,19.8126258850098,19.8506202697754,48.3933753967285,17
114,91.3284530639649,18.9317970275879,28.7005252838135,-92.2813491821289,23.5451946258545,4999.951171875,-142.385070800781,52.8843994140625,27.3203105926514,19.8221626281738,19.8506202697754,48.4151344299316,17
115,91.1663055419922,18.8869323730469,28.8685283660889,-92.4790878295898,23.622537612915,4999.9541015625,-142.42887878418,52.9381217956543,27.317138671875,19.8283004760742,19.8506202697754,48.4332656860352,17
116,90.9095306396484,18.8514289855957,29.0324573516846,-92.5458602905274,23.7250747680664,4999.958984375,-142.398849487305,52.9098281860352,27.3665733337402,19.8339309692383,19.8506202697754,48.4719772338867,17
117,90.9220962524414,18.8263206481934,29.2090911865234,-92.4812622070312,23.8085136413574,4999.951171875,-142.334915161133,52.8678894042969,27.433708190918,19.8386631011963,19.8506202697754,48.4428749084473,17
118,90.8539505004883,18.8014869689941,29.3722419738769,-92.4837265014648,23.9274597167969,4999.95849609375,-142.387054443359,52.9018173217773,27.4723472595215,19.8420524597168,19.8506202697754,48.4642181396484,17
119,90.8031692504883,18.7807350158691,29.5035877227783,-92.3727645874024,24.0830249786377,4999.96044921875,-142.451049804688,52.8438377380371,27.4784049987793,19.8444805145264,19.8506202697754,48.4078063964844,17
120,90.8677062988281,18.7843990325928,29.6086120605469,-92.307746887207,24.2502059936523,4999.958984375,-142.477386474609,52.8407402038574,27.4970245361328,19.8462219238281,19.8506202697754,48.4495544433594,17
121,90.8330001831055,18.7954959869385,29.7774276733398,-92.2056732177734,24.4010810852051,4999.95849609375,-142.666305541992,52.8343620300293,27.5154724121094,19.8474674224854,19.8506202697754,48.4165229797363,17
122,90.8558959960937,18.806396484375,29.9914245605469,-92.0914535522461,24.5190696716309,4999.95849609375,-142.710723876953,52.8021621704102,27.571590423584,19.8483619689941,19.8506202697754,48.4930953979492,17
123,91.0827560424805,18.8285942077637,30.1166172027588,-91.9665832519531,24.6060485839844,4999.95654296875,-142.776138305664,52.8148078918457,27.5872573852539,19.8490028381348,19.8506202697754,48.4463691711426,17
124,91.2981109619141,18.8425731658936,30.1250419616699,-91.897819519043,24.6640529632568,4999.95361328125,-142.814788818359,52.821044921875,27.6738052368164,19.8494606018066,19.8506202697754,48.416389465332,17
125,91.3914642333984,18.8696422576904,30.2401332855225,-91.8449859619141,24.7031803131104,4999.96044921875,-142.878143310547,52.8236694335938,27.7789402008057,19.8497886657715,19.8506202697754,48.3762588500977,17
126,91.4851226806641,18.9192409515381,30.4531898498535,-91.8106384277344,24.7435531616211,4999.962890625,-142.878463745117,52.8392562866211,27.8407440185547,19.850025177002,19.8506202697754,48.3244285583496,17
127,91.5308303833008,18.951810836792,30.5478458404541,-91.7778625488281,24.809663772583,4999.95849609375,-142.830200195313,52.80419921875,27.8773498535156,19.8501930236816,19.8506202697754,48.2848358154297,17
128,91.3573913574219,18.9700508117676,30.6661128997803,-91.779670715332,24.8666744232178,4999.9619140625,-142.811141967773,52.781982421875,27.9168472290039,19.8503150939941,19.8642139434814,48.3229064941406,17
129,91.4069290161133,18.9873847961426,30.8414649963379,-91.8828430175781,24.9286422729492,4999.95068359375,-142.678665161133,52.8462142944336,27.9513511657715,19.8504009246826,19.8776359558105,48.3725814819336,17
130,91.3430252075195,19.0073547363281,30.9954223632812,-91.9911727905273,25.0261669158936,4999.95458984375,-142.662368774414,52.890926361084,27.9897975921631,19.8504638671875,19.8699779510498,48.3674278259277,17
131,91.3957901000977,19.0114326477051,31.0629386901855,-92.0346298217774,25.1062355041504,4999.95703125,-142.537612915039,52.9085807800293,28.0176696777344,19.8505077362061,19.8644905090332,48.3377838134766,17
132,91.3660202026367,18.9957389831543,31.1217555999756,-92.1300735473633,25.1847591400146,4999.95458984375,-142.471405029297,52.9277572631836,28.0289459228516,19.8505401611328,19.860559463501,48.3768043518066,17
133,91.3157577514648,18.9743919372559,31.2559089660645,-92.1932373046875,25.2875175476074,4999.95361328125,-142.448303222656,52.9489555358887,28.0477085113525,19.8505630493164,19.8577423095703,48.378288269043,17
134,91.1362533569336,18.9391479492188,31.3216438293457,-92.1885528564453,25.3785381317139,4999.962890625,-142.395706176758,52.8707313537598,28.0633850097656,19.8505783081055,19.8688907623291,48.3920860290527,17
135,91.2098236083984,18.8854198455811,31.3684501647949,-92.2977066040039,25.4437561035156,4999.96240234375,-142.313613891602,52.9286231994629,28.0621719360352,19.8505897521973,19.8804473876953,48.3571624755859,17
136,91.1679000854492,18.8348731994629,31.4837894439697,-92.307746887207,25.512077331543,4999.94921875,-142.322662353516,52.9315338134766,28.093786239624,19.8505992889404,19.8719921112061,48.4183616638184,17
137,91.1343383789063,18.8199024200439,31.577995300293,-92.4190063476562,25.5880088806152,4999.94970703125,-142.26106262207,52.9568099975586,28.1986999511719,19.8506050109863,19.8659343719482,48.4165191650391,17
138,91.0770797729492,18.8331069946289,31.6119976043701,-92.3942947387695,25.677906036377,4999.9501953125,-142.196212768555,52.9090270996094,28.2593898773193,19.8506088256836,19.9010982513428,48.3590507507324,17
