,data_point,u_q,coolant,stator_winding,u_d,stator_tooth,motor_speed,i_d,i_q,pm,stator_yoke,ambient,torque,profile_id
42,43,91.9766693115234,18.8277320861816,19.4998378753662,-90.3504867553711,18.3683109283447,4907.0751953125,-139.76492309570298,52.909976959228494,24.4943504333496,18.442180633544897,19.850633621215803,47.2939109802246,17
43,44,91.6917037963867,18.8381252288818,19.5221729278564,-90.84911346435551,18.3958148956299,4933.40966796875,-140.74494934082,52.8604736328125,24.5679092407227,18.44553565979,19.8506298065186,47.627655029296896,17
44,45,91.69003295898442,18.877582550048803,19.4742870330811,-91.2406845092773,18.4189758300781,4952.2763671875,-141.373916625977,52.9092788696289,24.6321125030518,18.4463138580322,19.8506259918213,47.859588623046896,17
45,46,91.55169677734371,18.936710357665998,19.484992980957,-91.4311294555664,18.484394073486303,4965.794921875,-141.89973449707,52.8890571594238,24.7080459594727,18.4472980499268,19.8506240844727,48.02729797363279,17
46,47,91.50399780273442,18.9687614440918,19.562297821044897,-91.54257202148442,18.545396804809602,4975.4814453125,-142.184997558594,52.83537292480471,24.720520019531197,18.4439525604248,19.8506240844727,48.115848541259794,17
47,48,91.42022705078121,18.9830360412598,19.638391494751,-91.69178009033199,18.6100692749023,4982.42138671875,-142.430953979492,52.8386726379395,24.7244205474853,18.4487228393555,19.850622177124,48.204627990722706,17
48,49,91.3238677978516,18.9927291870117,19.692073822021502,-91.6855087280274,18.6997394561768,4987.3896484375,-142.67268371582,52.786060333252,24.735881805419897,18.454891204834002,19.850622177124,48.1838455200195,17
49,50,91.2104644775391,19.0074710845947,19.7370166778564,-91.6762847900391,18.7799892425537,4990.94775390625,-142.807266235352,52.726505279540994,24.7463569641113,18.4585342407227,19.850622177124,48.34700012207029,17
50,51,91.3033447265625,19.024745941162102,19.769220352172898,-91.6197967529297,18.857229232788104,4993.49267578125,-143.002868652344,52.7153816223145,24.8545608520508,18.462110519409197,19.850620269775398,48.404544830322294,17
51,52,91.3177871704102,19.0358028411865,19.792293548584002,-91.60912322998051,18.9237060546875,4995.330078125,-143.25753784179702,52.7492065429688,24.8968315124512,18.4613208770752,19.850620269775398,48.509860992431605,17
52,53,91.5039596557617,19.0159740447998,19.822422027587898,-91.5471725463867,18.962083816528303,4996.64111328125,-143.357406616211,52.75727844238279,24.881637573242198,18.490743637085,19.850620269775398,48.546970367431605,17
53,54,91.6320266723633,18.967306137085,19.8744525909424,-91.4458236694336,18.9837493896484,4997.576171875,-143.49758911132798,52.7560653686524,24.887523651123,18.528678894043,19.850620269775398,48.5333976745605,17
54,55,91.7281341552734,18.9307556152344,19.983268737793,-91.4430160522461,19.0192832946777,4998.25927734375,-143.597579956055,52.76506042480471,24.9354572296143,18.542827606201197,19.850620269775398,48.466102600097706,17
55,56,91.6963729858398,18.891033172607397,20.1495742797852,-91.4967422485352,19.0420322418213,4998.74267578125,-143.617004394531,52.7702827453613,24.9843063354492,18.5676002502441,19.850620269775398,48.4401626586914,17
56,57,91.80187225341801,18.8473529815674,20.391466140747102,-91.42882537841801,19.054651260376,4999.08154296875,-143.56970214843798,52.723758697509794,25.064411163330103,18.588886260986303,19.850620269775398,48.3516960144043,17
57,58,91.72537231445308,18.8169231414795,20.705022811889602,-91.5869140625,19.0895690917969,4999.33203125,-143.613677978516,52.77153015136721,25.0913925170898,18.6091403961182,19.850620269775398,48.3840255737305,17
58,59,91.7433853149414,18.7900485992432,20.9004764556885,-91.5607757568359,19.175922393798803,4999.501953125,-143.513824462891,52.736789703369105,25.134544372558604,18.6218147277832,19.850620269775398,48.383758544921896,17
59,60,91.68592071533199,18.775930404663104,21.0301837921143,-91.59564208984371,19.2476501464844,4999.62646484375,-143.47497558593798,52.745975494384794,25.1438045501709,18.624254226684602,19.850620269775398,48.3618049621582,17
60,61,91.604248046875,18.7863807678223,21.1604900360107,-91.6646575927734,19.294244766235398,4999.7333984375,-143.461013793945,52.797237396240206,25.1932201385498,18.6295471191406,19.850620269775398,48.36323547363279,17
61,62,91.5041732788086,18.812545776367198,21.2675399780273,-91.68872833251949,19.3723583221436,4999.796875,-143.322601318359,52.774021148681605,25.221752166748,18.6373558044434,19.850620269775398,48.350368499755895,17
62,63,91.6271133422852,18.8348217010498,21.4882793426514,-91.7686538696289,19.4661693572998,4999.83837890625,-143.164367675781,52.8232307434082,25.2653274536133,18.6578350067139,19.850620269775398,48.3947219848633,17
63,64,91.6698760986328,18.843082427978498,21.7503662109375,-91.8311233520508,19.548171997070302,4999.87353515625,-143.072402954102,52.832935333252,25.3053283691406,18.707649230957,19.850620269775398,48.404201507568395,17
64,65,91.6608734130859,18.8652362823486,21.953920364379897,-91.9279098510742,19.6089038848877,4999.89794921875,-143.013473510742,52.8747138977051,25.348220825195302,18.770982742309602,19.850620269775398,48.3841896057129,17
65,66,91.6699905395508,18.9086227416992,22.1522197723389,-91.94959259033199,19.6513767242432,4999.91015625,-142.934326171875,52.8795852661133,25.3577003479004,18.817768096923803,19.850620269775398,48.3969116210938,17
66,67,91.5746307373047,18.9464225769043,22.362106323242198,-91.99981689453129,19.697231292724602,4999.92236328125,-142.918045043945,52.8845710754395,25.376012802124,18.85618019104,19.850620269775398,48.343074798584006,17
67,68,91.3585968017578,18.974166870117198,22.575307846069304,-92.13192749023442,19.737548828125,4999.935546875,-142.842330932617,52.8583831787109,25.4157905578613,18.8943939208984,19.850620269775398,48.420318603515604,17
68,69,91.3666534423828,18.993236541748,22.7966957092285,-92.1397323608398,19.7669773101807,4999.93603515625,-142.77145385742202,52.8723487854004,25.4988899230957,18.914150238037102,19.850620269775398,48.3960151672363,17
69,70,91.2533721923828,19.0071125030518,23.047315597534197,-92.1759719848633,19.789991378784197,4999.9453125,-142.767822265625,52.858856201171896,25.600404739379897,18.9319152832031,19.850620269775398,48.3766746520996,17
70,71,91.19622802734371,19.0209808349609,23.255746841430696,-92.14096069335942,19.8071784973145,4999.95068359375,-142.750885009766,52.8291435241699,25.662796020507802,18.944040298461896,19.850620269775398,48.368343353271506,17
71,72,91.1364212036133,19.0130348205566,23.3476295471191,-92.0693511962891,19.819492340087898,4999.9521484375,-142.781341552734,52.8055419921875,25.6594352722168,18.9615879058838,19.850620269775398,48.376956939697294,17
72,73,91.0865249633789,18.984661102294897,23.3808536529541,-92.0302047729492,19.8283157348633,4999.9541015625,-142.867492675781,52.8038520812988,25.6825332641602,18.9946880340576,19.850620269775398,48.40718078613279,17
73,74,91.0305404663086,18.952894210815398,23.4247665405273,-92.02114868164058,19.8346385955811,4999.95361328125,-142.88937377929702,52.7809066772461,25.713926315307603,19.0334587097168,19.850620269775398,48.3826713562012,17
74,75,91.2231826782227,18.9056720733643,23.5064907073975,-91.84054565429692,19.839168548584002,4999.94873046875,-142.945648193359,52.7531585693359,25.7714138031006,19.058628082275398,19.850620269775398,48.4828414916992,17
75,76,91.40493774414058,18.8619480133057,23.702577590942397,-91.79922485351558,19.842414855957,4999.95751953125,-143.032043457031,52.8132476806641,25.8392868041992,19.0759201049805,19.850620269775398,48.4607353210449,17
76,77,91.5248870849609,18.8324203491211,23.950462341308604,-91.65341186523442,19.8447418212891,4999.955078125,-143.13948059082,52.7796630859375,25.880931854248,19.094367980957,19.850620269775398,48.3945159912109,17
77,78,91.6134796142578,18.8083457946777,24.162813186645497,-91.6483001708984,19.8464069366455,4999.96044921875,-143.239196777344,52.7800636291504,25.932897567749,19.1069374084473,19.850620269775398,48.4311141967774,17
78,79,91.72055053710942,18.786098480224602,24.375745773315398,-91.56175994873051,19.847600936889602,4999.96044921875,-143.25607299804702,52.776649475097706,25.896507263183604,19.130859375,19.850620269775398,48.378570556640604,17
79,80,91.6861190795899,18.778882980346697,24.538316726684602,-91.5801773071289,19.8484573364258,4999.958984375,-143.203308105469,52.781578063964794,25.844209671020497,19.149372100830103,19.850620269775398,48.4124946594238,17
80,81,91.75119018554692,18.7816543579102,24.648727416992198,-91.6267623901367,19.908290863037102,4999.951171875,-143.145309448242,52.812984466552706,25.9102249145508,19.1679859161377,19.850620269775398,48.4296073913574,17
81,82,91.67605590820308,18.8005905151367,24.719297409057603,-91.7124176025391,19.9253311157227,4999.9560546875,-143.149185180664,52.8212280273438,25.9928245544434,19.184419631958,19.850620269775398,48.3568305969238,17
82,83,91.6026229858398,18.8290748596191,24.828344345092802,-91.7338104248047,19.983112335205103,4999.95263671875,-143.132675170898,52.8091812133789,26.006126403808604,19.2040576934814,19.850620269775398,48.3744049072266,17
83,84,91.5195693969727,18.844781875610398,24.9779624938965,-91.7749404907227,20.1473751068115,4999.95361328125,-143.116806030273,52.79948425292971,26.033472061157198,19.2239608764648,19.850620269775398,48.357017517089794,17
84,85,91.49896240234371,18.8822002410889,25.0682582855225,-91.8478164672852,20.2703800201416,4999.958984375,-143.04089355468798,52.80732727050779,26.0925807952881,19.2465915679932,19.850620269775398,48.33122253417971,17
85,86,91.34884643554692,18.9394207000732,25.130290985107397,-91.9013671875,20.3366069793701,4999.95849609375,-142.95133972168,52.7680778503418,26.131233215332,19.2599239349365,19.850620269775398,48.4160690307617,17
86,87,91.43663787841801,18.9834251403809,25.2965259552002,-92.0875473022461,20.561101913452102,4999.96142578125,-142.832855224609,52.873706817627,26.212135314941396,19.2677726745605,19.850620269775398,48.463573455810604,17
87,88,91.51195526123051,19.0185470581055,25.458280563354503,-92.08676147460942,20.829177856445302,4999.95654296875,-142.719329833984,52.8806037902832,26.2982501983643,19.3000793457031,19.850620269775398,48.4029121398926,17
88,89,91.47473907470699,19.0320777893066,25.546861648559602,-92.1044769287109,21.028522491455103,4999.955078125,-142.684432983398,52.874904632568395,26.308235168457,19.3214473724365,19.850620269775398,48.297767639160206,17
89,90,91.41506958007808,19.031072616577102,25.6410865783691,-92.1231918334961,21.2508220672607,4999.95166015625,-142.666839599609,52.864498138427706,26.3357048034668,19.3579425811768,19.850620269775398,48.3090629577637,17
90,91,91.3528518676758,19.0254344940186,25.7782421112061,-92.19615936279301,21.453929901123,4999.958984375,-142.608963012695,52.879730224609396,26.3514194488525,19.3968181610107,19.850620269775398,48.3193016052246,17
91,92,91.0682373046875,19.0172290802002,25.937284469604503,-92.31375122070308,21.6414089202881,4999.962890625,-142.582534790039,52.853908538818395,26.4204635620117,19.4234714508057,19.850620269775398,48.4570922851563,17
92,93,91.12750244140621,18.9990196228027,26.0532608032227,-92.3738021850586,21.8074131011963,4999.95263671875,-142.453857421875,52.8962593078613,26.4849586486816,19.4321613311768,19.850620269775398,48.4016456604004,17
93,94,91.0054168701172,18.9620761871338,26.1539573669434,-92.37014770507808,21.960491180419897,4999.9599609375,-142.511367797852,52.872406005859396,26.5438919067383,19.438297271728498,19.850620269775398,48.3635025024414,17
94,95,90.9494094848633,18.913179397583,26.233896255493196,-92.32862091064449,22.0788516998291,4999.95849609375,-142.53219604492202,52.8319282531738,26.5836448669434,19.462825775146502,19.850620269775398,48.3516693115234,17
95,96,90.9319534301758,18.8636074066162,26.2841491699219,-92.25521850585942,22.193683624267603,4999.96240234375,-142.569412231445,52.7921676635742,26.6325035095215,19.4854736328125,19.850620269775398,48.376522064209006,17
96,97,90.9690780639648,18.8208312988281,26.3300132751465,-92.15538787841801,22.2886562347412,4999.95947265625,-142.64094543457,52.805789947509794,26.719680786132802,19.5109882354736,19.850620269775398,48.4260025024414,17
97,98,90.88800048828121,18.7963981628418,26.392234802246104,-92.1150665283203,22.3929767608643,4999.95654296875,-142.75955200195298,52.7883110046387,26.780698776245103,19.5309429168701,19.850620269775398,48.395442962646506,17
98,99,91.11343383789058,18.7897357940674,26.55006980896,-92.0005340576172,22.511306762695302,4999.94970703125,-142.810211181641,52.7907600402832,26.7921142578125,19.5443096160889,19.850620269775398,48.3975105285645,17
99,100,91.3061676025391,18.782293319702102,26.861698150634798,-91.89769744873051,22.6332092285156,4999.95458984375,-142.902450561523,52.80436706542971,26.7897453308105,19.556165695190398,19.850620269775398,48.3995780944824,17
100,101,91.5076751708984,18.778673171997102,27.1050662994385,-91.7096710205078,22.761959075927702,4999.95361328125,-142.92053222656202,52.7611885070801,26.7871074676514,19.5844783782959,19.850620269775398,48.4365730285645,17
101,102,91.62203979492192,18.7798538208008,27.2438049316406,-91.72000122070308,22.869514465332,4999.96044921875,-142.961654663086,52.7975654602051,26.7869853973389,19.612461090087898,19.850620269775398,48.391075134277294,17
102,103,91.6060638427734,18.795223236084002,27.4346561431885,-91.75765991210942,22.9515171051025,4999.96533203125,-143.027938842773,52.8252067565918,26.8350448608398,19.637559890747102,19.850620269775398,48.383983612060604,17
103,104,91.46917724609379,18.8184223175049,27.607568740844698,-91.77169799804692,23.021692276001,4999.96533203125,-143.022888183594,52.804805755615206,26.940240859985398,19.6513500213623,19.850620269775398,48.42695617675779,17
104,105,91.5051727294922,18.8590908050537,27.7115879058838,-91.85791778564449,23.0743770599365,4999.94970703125,-142.95431518554702,52.8296432495117,26.9841423034668,19.6684303283691,19.850620269775398,48.378547668457,17
105,106,91.47738647460942,18.9180278778076,27.787033081054698,-91.850830078125,23.1051845550537,4999.95166015625,-142.911361694336,52.8030586242676,26.994567871093697,19.6965293884277,19.850620269775398,48.35246276855471,17
106,107,91.4269790649414,18.9497165679932,27.854925155639602,-91.9471817016602,23.1463356018066,4999.95947265625,-142.878707885742,52.837329864502,27.0463161468506,19.7231159210205,19.850620269775398,48.3815574645996,17
107,108,91.440185546875,18.985858917236303,27.9615116119385,-91.9460678100586,23.1790885925293,4999.9599609375,-142.79421997070298,52.816898345947294,27.051979064941396,19.7403926849365,19.850620269775398,48.454704284668,17
108,109,91.3705215454102,19.0168991088867,28.0679588317871,-92.00855255126949,23.234354019165,4999.9599609375,-142.785781860352,52.8328056335449,27.0979194641113,19.7538471221924,19.850620269775398,48.3679885864258,17
109,110,91.3307266235352,19.039993286132802,28.0935897827148,-92.1367721557617,23.304073333740202,4999.962890625,-142.587219238281,52.847232818603494,27.144573211669897,19.7698154449463,19.850620269775398,48.4220581054688,17
110,111,91.4039764404297,19.0448532104492,28.228120803832997,-92.1555404663086,23.3697319030762,4999.95751953125,-142.50422668457,52.8737258911133,27.202766418457,19.7883567810059,19.850620269775398,48.339550018310604,17
111,112,91.3135757446289,19.015911102294897,28.4427108764648,-92.1861114501953,23.4344139099121,4999.9560546875,-142.561721801758,52.8652153015137,27.260368347168,19.8009929656982,19.850620269775398,48.3625907897949,17
112,113,91.3363494873047,18.9796047210693,28.576232910156197,-92.2325286865234,23.476879119873,4999.95556640625,-142.475677490234,52.911506652832,27.2957553863525,19.8126258850098,19.850620269775398,48.393375396728494,17
113,114,91.3284530639649,18.931797027587898,28.7005252838135,-92.2813491821289,23.545194625854503,4999.951171875,-142.385070800781,52.8843994140625,27.3203105926514,19.822162628173803,19.850620269775398,48.415134429931605,17
114,115,91.1663055419922,18.8869323730469,28.8685283660889,-92.4790878295898,23.622537612915,4999.9541015625,-142.42887878418,52.9381217956543,27.317138671875,19.8283004760742,19.850620269775398,48.433265686035206,17
115,116,90.9095306396484,18.8514289855957,29.032457351684602,-92.5458602905274,23.725074768066396,4999.958984375,-142.398849487305,52.909828186035206,27.366573333740202,19.8339309692383,19.850620269775398,48.4719772338867,17
116,117,90.9220962524414,18.8263206481934,29.2090911865234,-92.48126220703121,23.808513641357397,4999.951171875,-142.334915161133,52.867889404296896,27.433708190918,19.8386631011963,19.850620269775398,48.442874908447294,17
117,118,90.8539505004883,18.8014869689941,29.3722419738769,-92.4837265014648,23.9274597167969,4999.95849609375,-142.387054443359,52.901817321777294,27.4723472595215,19.8420524597168,19.850620269775398,48.4642181396484,17
118,119,90.8031692504883,18.7807350158691,29.503587722778303,-92.3727645874024,24.0830249786377,4999.96044921875,-142.45104980468798,52.8438377380371,27.4784049987793,19.8444805145264,19.850620269775398,48.407806396484396,17
119,120,90.86770629882808,18.7843990325928,29.6086120605469,-92.30774688720699,24.2502059936523,4999.958984375,-142.477386474609,52.8407402038574,27.497024536132802,19.8462219238281,19.850620269775398,48.449554443359396,17
120,121,90.83300018310551,18.7954959869385,29.7774276733398,-92.2056732177734,24.401081085205103,4999.95849609375,-142.666305541992,52.8343620300293,27.5154724121094,19.847467422485398,19.850620269775398,48.4165229797363,17
121,122,90.85589599609371,18.806396484375,29.9914245605469,-92.0914535522461,24.5190696716309,4999.95849609375,-142.71072387695298,52.802162170410206,27.571590423584,19.8483619689941,19.850620269775398,48.4930953979492,17
122,123,91.08275604248051,18.828594207763697,30.1166172027588,-91.96658325195308,24.6060485839844,4999.95654296875,-142.776138305664,52.8148078918457,27.587257385253896,19.8490028381348,19.850620269775398,48.4463691711426,17
123,124,91.2981109619141,18.8425731658936,30.125041961669897,-91.89781951904301,24.664052963256804,4999.95361328125,-142.814788818359,52.821044921875,27.673805236816396,19.8494606018066,19.850620269775398,48.416389465332,17
124,125,91.3914642333984,18.869642257690398,30.2401332855225,-91.8449859619141,24.703180313110398,4999.96044921875,-142.87814331054702,52.8236694335938,27.778940200805696,19.849788665771502,19.850620269775398,48.376258850097706,17
125,126,91.4851226806641,18.919240951538104,30.4531898498535,-91.81063842773442,24.743553161621104,4999.962890625,-142.878463745117,52.8392562866211,27.840744018554698,19.850025177002,19.850620269775398,48.3244285583496,17
126,127,91.5308303833008,18.951810836792,30.5478458404541,-91.77786254882808,24.809663772582997,4999.95849609375,-142.83020019531298,52.80419921875,27.8773498535156,19.8501930236816,19.850620269775398,48.28483581542971,17
127,128,91.35739135742192,18.970050811767603,30.666112899780302,-91.77967071533199,24.866674423217802,4999.9619140625,-142.811141967773,52.781982421875,27.916847229003896,19.8503150939941,19.8642139434814,48.322906494140604,17
128,129,91.4069290161133,18.987384796142603,30.8414649963379,-91.88284301757808,24.9286422729492,4999.95068359375,-142.678665161133,52.8462142944336,27.9513511657715,19.8504009246826,19.8776359558105,48.3725814819336,17
129,130,91.34302520751949,19.0073547363281,30.995422363281197,-91.9911727905273,25.0261669158936,4999.95458984375,-142.662368774414,52.890926361084006,27.9897975921631,19.8504638671875,19.8699779510498,48.367427825927706,17
130,131,91.3957901000977,19.011432647705103,31.0629386901855,-92.0346298217774,25.1062355041504,4999.95703125,-142.537612915039,52.9085807800293,28.0176696777344,19.8505077362061,19.8644905090332,48.3377838134766,17
131,132,91.3660202026367,18.9957389831543,31.1217555999756,-92.1300735473633,25.184759140014602,4999.95458984375,-142.47140502929702,52.9277572631836,28.0289459228516,19.850540161132802,19.860559463501,48.376804351806605,17
132,133,91.3157577514648,18.9743919372559,31.2559089660645,-92.1932373046875,25.287517547607397,4999.95361328125,-142.448303222656,52.9489555358887,28.0477085113525,19.8505630493164,19.857742309570302,48.378288269043,17
133,134,91.1362533569336,18.9391479492188,31.3216438293457,-92.1885528564453,25.3785381317139,4999.962890625,-142.395706176758,52.870731353759794,28.0633850097656,19.8505783081055,19.8688907623291,48.392086029052706,17
